component_id,category,brand,model,year,price,value_metric,metric_label
kingston fury beast 32 gb | DDR4 | 3200MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,137.0,4.28125,$/GB
kingston fury beast 32 gb | DDR4 | 3200MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2023,79.98,2.499375,$/GB
kingston fury beast 32 gb | DDR4 | 3200MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,124.0,3.875,$/GB
kingston fury beast 32 gb | DDR4 | 3200MHz | 4x8GB,RAM,kingston,kingston fury beast 32 gb,2025,150.74,4.710625,$/GB
kingston fury beast 32 gb | DDR4 | 3600MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,143.27,4.4771875,$/GB
kingston fury beast 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2023,84.99,2.6559375,$/GB
kingston fury beast 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,149.0,4.65625,$/GB
kingston fury beast 32 gb | DDR4 | 3600MHz | 4x8GB,RAM,kingston,kingston fury beast 32 gb,2025,166.75,5.2109375,$/GB
kingston fury beast 32 gb | DDR5 | 4800MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,212.49,6.6403125,$/GB
kingston fury beast 32 gb | DDR5 | 4800MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2023,105.99,3.3121875,$/GB
kingston fury beast 32 gb | DDR5 | 4800MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,266.54,8.329375,$/GB
kingston fury beast 32 gb | DDR5 | 5200MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,97.94,3.060625,$/GB
kingston fury beast 32 gb | DDR5 | 5200MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2023,118.49,3.7028125,$/GB
kingston fury beast 32 gb | DDR5 | 5200MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,103.99,3.2496875,$/GB
kingston fury beast 32 gb | DDR5 | 5600MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2023,117.34,3.666875,$/GB
kingston fury beast 32 gb | DDR5 | 5600MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,100.0,3.125,$/GB
kingston fury beast 32 gb | DDR5 | 5600MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,104.31,3.2596875,$/GB
kingston fury beast 32 gb | DDR5 | 6000MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,127.18,3.974375,$/GB
kingston fury beast 32 gb | DDR5 | 6000MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2023,122.72,3.835,$/GB
kingston fury beast 32 gb | DDR5 | 6000MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,130.38,4.074375,$/GB
kingston fury beast 32 gb | DDR5 | 6400MHz | 1x32GB,RAM,kingston,kingston fury beast 32 gb,2025,147.99,4.6246875,$/GB
kingston fury beast 32 gb | DDR5 | 6400MHz | 2x16GB,RAM,kingston,kingston fury beast 32 gb,2025,169.42,5.294375,$/GB
kingston fury beast 4 gb | DDR4 | 3200MHz | 1x4GB,RAM,kingston,kingston fury beast 4 gb,2025,42.91,10.7275,$/GB
kingston fury beast 64 gb | DDR4 | 3200MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,149.99,2.34359375,$/GB
kingston fury beast 64 gb | DDR4 | 3200MHz | 4x16GB,RAM,kingston,kingston fury beast 64 gb,2023,169.95,2.65546875,$/GB
kingston fury beast 64 gb | DDR4 | 3200MHz | 4x16GB,RAM,kingston,kingston fury beast 64 gb,2025,260.76,4.074375,$/GB
kingston fury beast 64 gb | DDR4 | 3600MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2023,159.97,2.49953125,$/GB
kingston fury beast 64 gb | DDR4 | 3600MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,280.0,4.375,$/GB
kingston fury beast 64 gb | DDR4 | 3600MHz | 4x16GB,RAM,kingston,kingston fury beast 64 gb,2025,291.92,4.56125,$/GB
kingston fury beast 64 gb | DDR5 | 5200MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,174.99,2.73421875,$/GB
kingston fury beast 64 gb | DDR5 | 5600MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2023,224.88,3.51375,$/GB
kingston fury beast 64 gb | DDR5 | 5600MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,196.0,3.0625,$/GB
kingston fury beast 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2023,219.99,3.43734375,$/GB
kingston fury beast 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,237.46,3.7103125,$/GB
kingston fury beast 64 gb | DDR5 | 6400MHz | 2x32GB,RAM,kingston,kingston fury beast 64 gb,2025,262.7,4.1046875,$/GB
kingston fury beast 8 gb | DDR4 | 2666MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2023,28.61,3.57625,$/GB
kingston fury beast 8 gb | DDR4 | 3200MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,29.89,3.73625,$/GB
kingston fury beast 8 gb | DDR4 | 3200MHz | 2x4GB,RAM,kingston,kingston fury beast 8 gb,2025,67.56,8.445,$/GB
kingston fury beast 8 gb | DDR4 | 3600MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2023,24.76,3.095,$/GB
kingston fury beast 8 gb | DDR4 | 3600MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,44.94,5.6175,$/GB
kingston fury beast 8 gb | DDR5 | 4800MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,59.94,7.4925,$/GB
kingston fury beast 8 gb | DDR5 | 5200MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2023,40.29,5.03625,$/GB
kingston fury beast 8 gb | DDR5 | 5200MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,34.9,4.3625,$/GB
kingston fury beast 8 gb | DDR5 | 5600MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2023,39.99,4.99875,$/GB
kingston fury beast 8 gb | DDR5 | 5600MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,33.99,4.24875,$/GB
kingston fury beast 8 gb | DDR5 | 6000MHz | 1x8GB,RAM,kingston,kingston fury beast 8 gb,2025,45.33,5.66625,$/GB
kingston fury beast rgb 128 gb | DDR5 | 5200MHz | 4x32GB,RAM,kingston,kingston fury beast rgb 128 gb,2023,447.15,3.493359375,$/GB
kingston fury beast rgb 128 gb | DDR5 | 5200MHz | 4x32GB,RAM,kingston,kingston fury beast rgb 128 gb,2025,399.99,3.124921875,$/GB
kingston fury beast rgb 128 gb | DDR5 | 5600MHz | 2x64GB,RAM,kingston,kingston fury beast rgb 128 gb,2025,349.99,2.734296875,$/GB
kingston fury beast rgb 16 gb | DDR4 | 3200MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,134.27,8.391875,$/GB
kingston fury beast rgb 16 gb | DDR4 | 3600MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,59.99,3.749375,$/GB
kingston fury beast rgb 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,55.0,3.4375,$/GB
kingston fury beast rgb 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,56.0,3.5,$/GB
kingston fury beast rgb 16 gb | DDR5 | 4800MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,69.61,4.350625,$/GB
kingston fury beast rgb 16 gb | DDR5 | 4800MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,98.09,6.130625,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5200MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,57.28,3.58,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5200MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,79.98,4.99875,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5200MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,68.05,4.253125,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5600MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,71.51,4.469375,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5600MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,60.78,3.79875,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5600MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,91.02,5.68875,$/GB
kingston fury beast rgb 16 gb | DDR5 | 5600MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,73.54,4.59625,$/GB
kingston fury beast rgb 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,69.99,4.374375,$/GB
kingston fury beast rgb 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,79.14,4.94625,$/GB
kingston fury beast rgb 16 gb | DDR5 | 6000MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2023,69.98,4.37375,$/GB
kingston fury beast rgb 16 gb | DDR5 | 6000MHz | 2x8GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,78.98,4.93625,$/GB
kingston fury beast rgb 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury beast rgb 16 gb,2025,84.18,5.26125,$/GB
kingston fury beast rgb 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2023,110.12,3.44125,$/GB
kingston fury beast rgb 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,160.05,5.0015625,$/GB
kingston fury beast rgb 32 gb | DDR5 | 4800MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2023,131.47,4.1084375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5200MHz | 1x32GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,95.65,2.9890625,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5200MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2023,130.17,4.0678125,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5200MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,115.91,3.6221875,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5600MHz | 1x32GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,124.46,3.889375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5600MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2023,132.57,4.1428125,$/GB
kingston fury beast rgb 32 gb | DDR5 | 5600MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,118.99,3.7184375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 6000MHz | 1x32GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,134.99,4.2184375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 6000MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2023,134.59,4.2059375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 6000MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,140.38,4.386875,$/GB
kingston fury beast rgb 32 gb | DDR5 | 6400MHz | 1x32GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,150.83,4.7134375,$/GB
kingston fury beast rgb 32 gb | DDR5 | 6400MHz | 2x16GB,RAM,kingston,kingston fury beast rgb 32 gb,2025,147.99,4.6246875,$/GB
kingston fury beast rgb 64 gb | DDR4 | 3600MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2025,177.98,2.7809375,$/GB
kingston fury beast rgb 64 gb | DDR5 | 5200MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2023,209.99,3.28109375,$/GB
kingston fury beast rgb 64 gb | DDR5 | 5200MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2025,193.69,3.02640625,$/GB
kingston fury beast rgb 64 gb | DDR5 | 5600MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2023,229.99,3.59359375,$/GB
kingston fury beast rgb 64 gb | DDR5 | 5600MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2025,189.99,2.96859375,$/GB
kingston fury beast rgb 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2023,224.99,3.51546875,$/GB
kingston fury beast rgb 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2025,290.22,4.5346875,$/GB
kingston fury beast rgb 64 gb | DDR5 | 6400MHz | 2x32GB,RAM,kingston,kingston fury beast rgb 64 gb,2025,388.75,6.07421875,$/GB
kingston fury beast rgb 8 gb | DDR5 | 4800MHz | 1x8GB,RAM,kingston,kingston fury beast rgb 8 gb,2023,44.61,5.57625,$/GB
kingston fury beast rgb 8 gb | DDR5 | 5200MHz | 1x8GB,RAM,kingston,kingston fury beast rgb 8 gb,2025,38.99,4.87375,$/GB
kingston fury beast rgb 8 gb | DDR5 | 5600MHz | 1x8GB,RAM,kingston,kingston fury beast rgb 8 gb,2023,48.38,6.0475,$/GB
kingston fury beast rgb 8 gb | DDR5 | 5600MHz | 1x8GB,RAM,kingston,kingston fury beast rgb 8 gb,2025,73.04,9.13,$/GB
kingston fury beast rgb 8 gb | DDR5 | 6000MHz | 1x8GB,RAM,kingston,kingston fury beast rgb 8 gb,2025,46.58,5.8225,$/GB
kingston fury beast rgb special edition 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury beast rgb special edition 16 gb,2025,82.15,5.134375,$/GB
kingston fury beast rgb special edition 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury beast rgb special edition 32 gb,2023,107.99,3.3746875,$/GB
kingston fury beast rgb special edition 8 gb | DDR4 | 3200MHz | 1x8GB,RAM,kingston,kingston fury beast rgb special edition 8 gb,2025,29.99,3.74875,$/GB
kingston fury beast rgb special edition 8 gb | DDR4 | 3600MHz | 1x8GB,RAM,kingston,kingston fury beast rgb special edition 8 gb,2025,39.99,4.99875,$/GB
kingston fury impact 16 gb | DDR4 | 3200MHz | 1x16GB,RAM,kingston,kingston fury impact 16 gb,2025,60.73,3.795625,$/GB
kingston fury impact 16 gb | DDR4 | 3200MHz | 2x8GB,RAM,kingston,kingston fury impact 16 gb,2025,60.0,3.75,$/GB
kingston fury impact 16 gb | DDR5 | 4800MHz | 1x16GB,RAM,kingston,kingston fury impact 16 gb,2025,54.23,3.389375,$/GB
kingston fury impact 16 gb | DDR5 | 4800MHz | 2x8GB,RAM,kingston,kingston fury impact 16 gb,2025,72.73,4.545625,$/GB
kingston fury impact 16 gb | DDR5 | 5600MHz | 1x16GB,RAM,kingston,kingston fury impact 16 gb,2025,54.75,3.421875,$/GB
kingston fury impact 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury impact 16 gb,2025,67.97,4.248125,$/GB
kingston fury impact 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury impact 16 gb,2025,76.98,4.81125,$/GB
kingston fury impact 32 gb | DDR4 | 2666MHz | 1x32GB,RAM,kingston,kingston fury impact 32 gb,2025,202.33,6.3228125,$/GB
kingston fury impact 32 gb | DDR4 | 3200MHz | 1x32GB,RAM,kingston,kingston fury impact 32 gb,2025,70.0,2.1875,$/GB
kingston fury impact 32 gb | DDR4 | 3200MHz | 2x16GB,RAM,kingston,kingston fury impact 32 gb,2025,140.53,4.3915625,$/GB
kingston fury impact 32 gb | DDR5 | 4800MHz | 1x32GB,RAM,kingston,kingston fury impact 32 gb,2025,94.95,2.9671875,$/GB
kingston fury impact 32 gb | DDR5 | 4800MHz | 2x16GB,RAM,kingston,kingston fury impact 32 gb,2025,94.99,2.9684375,$/GB
kingston fury impact 32 gb | DDR5 | 5600MHz | 1x32GB,RAM,kingston,kingston fury impact 32 gb,2025,99.99,3.1246875,$/GB
kingston fury impact 32 gb | DDR5 | 5600MHz | 2x16GB,RAM,kingston,kingston fury impact 32 gb,2025,91.99,2.8746875,$/GB
kingston fury impact 64 gb | DDR4 | 3200MHz | 2x32GB,RAM,kingston,kingston fury impact 64 gb,2025,229.99,3.59359375,$/GB
kingston fury impact 64 gb | DDR5 | 4800MHz | 2x32GB,RAM,kingston,kingston fury impact 64 gb,2025,185.99,2.90609375,$/GB
kingston fury impact 64 gb | DDR5 | 5600MHz | 2x32GB,RAM,kingston,kingston fury impact 64 gb,2025,169.99,2.65609375,$/GB
kingston fury impact 8 gb | DDR4 | 3200MHz | 1x8GB,RAM,kingston,kingston fury impact 8 gb,2025,42.74,5.3425,$/GB
kingston fury impact 8 gb | DDR5 | 4800MHz | 1x8GB,RAM,kingston,kingston fury impact 8 gb,2025,37.99,4.74875,$/GB
kingston fury renegade 128 gb | DDR4 | 3200MHz | 4x32GB,RAM,kingston,kingston fury renegade 128 gb,2025,379.99,2.968671875,$/GB
kingston fury renegade 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury renegade 16 gb,2023,70.98,4.43625,$/GB
kingston fury renegade 16 gb | DDR4 | 4800MHz | 2x8GB,RAM,kingston,kingston fury renegade 16 gb,2025,392.38,24.52375,$/GB
kingston fury renegade 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2023,81.25,5.078125,$/GB
kingston fury renegade 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,145.05,9.065625,$/GB
kingston fury renegade 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,95.16,5.9475,$/GB
kingston fury renegade 16 gb | DDR5 | 6800MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,77.27,4.829375,$/GB
kingston fury renegade 16 gb | DDR5 | 7200MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,95.12,5.945,$/GB
kingston fury renegade 16 gb | DDR5 | 7600MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,105.98,6.62375,$/GB
kingston fury renegade 16 gb | DDR5 | 8000MHz | 1x16GB,RAM,kingston,kingston fury renegade 16 gb,2025,124.06,7.75375,$/GB
kingston fury renegade 24 gb | DDR5 | 7200MHz | 1x24GB,RAM,kingston,kingston fury renegade 24 gb,2025,129.31,5.3879166666666665,$/GB
kingston fury renegade 32 gb | DDR4 | 3200MHz | 1x32GB,RAM,kingston,kingston fury renegade 32 gb,2025,99.99,3.1246875,$/GB
kingston fury renegade 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2023,192.07,6.0021875,$/GB
kingston fury renegade 32 gb | DDR4 | 3600MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,154.72,4.835,$/GB
kingston fury renegade 32 gb | DDR5 | 6000MHz | 1x32GB,RAM,kingston,kingston fury renegade 32 gb,2025,226.18,7.068125,$/GB
kingston fury renegade 32 gb | DDR5 | 6000MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,259.98,8.124375,$/GB
kingston fury renegade 32 gb | DDR5 | 6400MHz | 1x32GB,RAM,kingston,kingston fury renegade 32 gb,2023,134.99,4.2184375,$/GB
kingston fury renegade 32 gb | DDR5 | 6400MHz | 1x32GB,RAM,kingston,kingston fury renegade 32 gb,2025,144.71,4.5221875,$/GB
kingston fury renegade 32 gb | DDR5 | 6400MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2023,139.99,4.3746875,$/GB
kingston fury renegade 32 gb | DDR5 | 6400MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,144.99,4.5309375,$/GB
kingston fury renegade 32 gb | DDR5 | 6800MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2023,225.9,7.059375,$/GB
kingston fury renegade 32 gb | DDR5 | 6800MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,163.5,5.109375,$/GB
kingston fury renegade 32 gb | DDR5 | 7200MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,190.8,5.9625,$/GB
kingston fury renegade 32 gb | DDR5 | 7600MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,203.72,6.36625,$/GB
kingston fury renegade 32 gb | DDR5 | 8000MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2023,249.99,7.8121875,$/GB
kingston fury renegade 32 gb | DDR5 | 8000MHz | 2x16GB,RAM,kingston,kingston fury renegade 32 gb,2025,232.96,7.28,$/GB
kingston fury renegade 48 gb | DDR5 | 6000MHz | 1x48GB,RAM,kingston,kingston fury renegade 48 gb,2025,173.99,3.624791666666667,$/GB
kingston fury renegade 48 gb | DDR5 | 6400MHz | 1x48GB,RAM,kingston,kingston fury renegade 48 gb,2023,226.16,4.711666666666667,$/GB
kingston fury renegade 48 gb | DDR5 | 6400MHz | 1x48GB,RAM,kingston,kingston fury renegade 48 gb,2025,216.61,4.512708333333333,$/GB
kingston fury renegade 48 gb | DDR5 | 7200MHz | 2x24GB,RAM,kingston,kingston fury renegade 48 gb,2025,255.27,5.318125,$/GB
kingston fury renegade 64 gb | DDR4 | 3200MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2025,188.41,2.94390625,$/GB
kingston fury renegade 64 gb | DDR4 | 3600MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2025,219.99,3.43734375,$/GB
kingston fury renegade 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2023,239.99,3.74984375,$/GB
kingston fury renegade 64 gb | DDR5 | 6000MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2025,280.0,4.375,$/GB
kingston fury renegade 64 gb | DDR5 | 6400MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2023,340.42,5.3190625,$/GB
kingston fury renegade 64 gb | DDR5 | 6400MHz | 2x32GB,RAM,kingston,kingston fury renegade 64 gb,2025,289.76,4.5275,$/GB
kingston fury renegade 8 gb | DDR4 | 3600MHz | 1x8GB,RAM,kingston,kingston fury renegade 8 gb,2025,117.59,14.69875,$/GB
kingston fury renegade 96 gb | DDR5 | 6000MHz | 2x48GB,RAM,kingston,kingston fury renegade 96 gb,2025,289.95,3.0203124999999997,$/GB
kingston fury renegade 96 gb | DDR5 | 6400MHz | 2x48GB,RAM,kingston,kingston fury renegade 96 gb,2025,398.49,4.1509375,$/GB
kingston fury renegade pro 128 gb | DDR5 | 4800MHz | 4x32GB,RAM,kingston,kingston fury renegade pro 128 gb,2025,724.99,5.663984375,$/GB
kingston fury renegade pro 128 gb | DDR5 | 5600MHz | 4x32GB,RAM,kingston,kingston fury renegade pro 128 gb,2023,574.99,4.492109375,$/GB
kingston fury renegade pro 128 gb | DDR5 | 5600MHz | 4x32GB,RAM,kingston,kingston fury renegade pro 128 gb,2025,745.0,5.8203125,$/GB
kingston fury renegade pro 16 gb | DDR5 | 4800MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2025,114.99,7.186875,$/GB
kingston fury renegade pro 16 gb | DDR5 | 5600MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2025,165.3,10.33125,$/GB
kingston fury renegade pro 16 gb | DDR5 | 6000MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2025,122.42,7.65125,$/GB
kingston fury renegade pro 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2023,118.97,7.435625,$/GB
kingston fury renegade pro 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2025,172.48,10.78,$/GB
kingston fury renegade pro 16 gb | DDR5 | 6800MHz | 1x16GB,RAM,kingston,kingston fury renegade pro 16 gb,2025,159.02,9.93875,$/GB
kingston fury renegade pro 32 gb | DDR5 | 4800MHz | 1x32GB,RAM,kingston,kingston fury renegade pro 32 gb,2025,196.8,6.15,$/GB
kingston fury renegade pro 32 gb | DDR5 | 5600MHz | 1x32GB,RAM,kingston,kingston fury renegade pro 32 gb,2025,206.72,6.46,$/GB
kingston fury renegade pro 32 gb | DDR5 | 6000MHz | 1x32GB,RAM,kingston,kingston fury renegade pro 32 gb,2025,213.82,6.681875,$/GB
kingston fury renegade pro 32 gb | DDR5 | 6400MHz | 1x32GB,RAM,kingston,kingston fury renegade pro 32 gb,2025,235.83,7.3696875,$/GB
kingston fury renegade pro 32 gb | DDR5 | 6800MHz | 1x32GB,RAM,kingston,kingston fury renegade pro 32 gb,2025,284.72,8.8975,$/GB
kingston fury renegade pro 64 gb | DDR5 | 4800MHz | 4x16GB,RAM,kingston,kingston fury renegade pro 64 gb,2025,435.0,6.796875,$/GB
kingston fury renegade pro 64 gb | DDR5 | 5600MHz | 4x16GB,RAM,kingston,kingston fury renegade pro 64 gb,2025,424.48,6.6325,$/GB
kingston fury renegade pro 64 gb | DDR5 | 6000MHz | 4x16GB,RAM,kingston,kingston fury renegade pro 64 gb,2025,498.62,7.7909375,$/GB
kingston fury renegade pro 64 gb | DDR5 | 6400MHz | 4x16GB,RAM,kingston,kingston fury renegade pro 64 gb,2025,567.0,8.859375,$/GB
kingston fury renegade pro 64 gb | DDR5 | 6800MHz | 4x16GB,RAM,kingston,kingston fury renegade pro 64 gb,2025,699.0,10.921875,$/GB
kingston fury renegade rgb 128 gb | DDR4 | 3600MHz | 4x32GB,RAM,kingston,kingston fury renegade rgb 128 gb,2023,454.87,3.553671875,$/GB
kingston fury renegade rgb 16 gb | DDR4 | 3200MHz | 2x8GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,99.99,6.249375,$/GB
kingston fury renegade rgb 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury renegade rgb 16 gb,2023,62.99,3.936875,$/GB
kingston fury renegade rgb 16 gb | DDR4 | 3600MHz | 2x8GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,120.0,7.5,$/GB
kingston fury renegade rgb 16 gb | DDR5 | 6400MHz | 1x16GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,100.27,6.266875,$/GB
kingston fury renegade rgb 16 gb | DDR5 | 6800MHz | 1x16GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,89.99,5.624375,$/GB
kingston fury renegade rgb 16 gb | DDR5 | 7200MHz | 1x16GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,109.0,6.8125,$/GB
kingston fury renegade rgb 16 gb | DDR5 | 7600MHz | 1x16GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,111.76,6.985,$/GB
kingston fury renegade rgb 16 gb | DDR5 | 8000MHz | 1x16GB,RAM,kingston,kingston fury renegade rgb 16 gb,2025,125.99,7.874375,$/GB
kingston fury renegade rgb 24 gb | DDR5 | 6400MHz | 1x24GB,RAM,kingston,kingston fury renegade rgb 24 gb,2025,128.76,5.364999999999999,$/GB
kingston fury renegade rgb 24 gb | DDR5 | 7200MHz | 1x24GB,RAM,kingston,kingston fury renegade rgb 24 gb,2025,210.88,8.786666666666667,$/GB
kingston fury renegade rgb 32 gb | DDR4 | 3200MHz | 1x32GB,RAM,kingston,kingston fury renegade rgb 32 gb,2025,108.99,3.4059375,$/GB
