component_id,category,brand,model,year,price,value_metric,metric_label
intel core i7-11700,CPU,intel,intel core i7-11700,2025,377.99,47.24875,$/core
intel core i7-11700f,CPU,intel,intel core i7-11700f,2023,201.99,25.24875,$/core
intel core i7-11700f,CPU,intel,intel core i7-11700f,2025,229.99,28.74875,$/core
intel core i7-11700k,CPU,intel,intel core i7-11700k,2023,233.0,29.125,$/core
intel core i7-11700k,CPU,intel,intel core i7-11700k,2025,293.99,36.74875,$/core
intel core i7-11700kf,CPU,intel,intel core i7-11700kf,2025,354.57,44.32125,$/core
intel core i7-12700,CPU,intel,intel core i7-12700,2023,265.49,22.124166666666667,$/core
intel core i7-12700,CPU,intel,intel core i7-12700,2025,289.97,24.16416666666667,$/core
intel core i7-12700f,CPU,intel,intel core i7-12700f,2023,249.99,20.8325,$/core
intel core i7-12700f,CPU,intel,intel core i7-12700f,2025,247.0,20.583333333333332,$/core
intel core i7-12700k,CPU,intel,intel core i7-12700k,2023,214.98,17.915,$/core
intel core i7-12700k,CPU,intel,intel core i7-12700k,2025,214.15,17.845833333333335,$/core
intel core i7-12700kf,CPU,intel,intel core i7-12700kf,2023,228.9,19.075,$/core
intel core i7-12700kf,CPU,intel,intel core i7-12700kf,2025,174.99,14.582500000000001,$/core
intel core i7-13700,CPU,intel,intel core i7-13700,2023,371.99,23.249375,$/core
intel core i7-13700,CPU,intel,intel core i7-13700,2025,319.93,19.995625,$/core
intel core i7-13700f,CPU,intel,intel core i7-13700f,2023,349.98,21.87375,$/core
intel core i7-13700f,CPU,intel,intel core i7-13700f,2025,255.0,15.9375,$/core
intel core i7-13700k,CPU,intel,intel core i7-13700k,2023,359.0,22.4375,$/core
intel core i7-13700k,CPU,intel,intel core i7-13700k,2025,390.33,24.395625,$/core
intel core i7-13700kf,CPU,intel,intel core i7-13700kf,2023,303.49,18.968125,$/core
intel core i7-13700kf,CPU,intel,intel core i7-13700kf,2025,299.0,18.6875,$/core
intel core i7-14700,CPU,intel,intel core i7-14700,2025,306.55,15.3275,$/core
intel core i7-14700f,CPU,intel,intel core i7-14700f,2023,369.0,18.45,$/core
intel core i7-14700f,CPU,intel,intel core i7-14700f,2025,294.58,14.729,$/core
intel core i7-14700k,CPU,intel,intel core i7-14700k,2023,389.99,19.4995,$/core
intel core i7-14700k,CPU,intel,intel core i7-14700k,2025,297.17,14.858500000000001,$/core
intel core i7-14700kf,CPU,intel,intel core i7-14700kf,2023,363.99,18.1995,$/core
intel core i7-14700kf,CPU,intel,intel core i7-14700kf,2025,313.95,15.6975,$/core
intel core i7-2600,CPU,intel,intel core i7-2600,2025,189.69,47.4225,$/core
intel core i7-2600k,CPU,intel,intel core i7-2600k,2023,85.0,21.25,$/core
intel core i7-2600k,CPU,intel,intel core i7-2600k,2025,255.55,63.8875,$/core
intel core i7-2600s,CPU,intel,intel core i7-2600s,2023,235.0,58.75,$/core
intel core i7-2600s,CPU,intel,intel core i7-2600s,2025,99.99,24.9975,$/core
intel core i7-2700k,CPU,intel,intel core i7-2700k,2023,89.0,22.25,$/core
intel core i7-2700k,CPU,intel,intel core i7-2700k,2025,195.86,48.965,$/core
intel core i7-3770,CPU,intel,intel core i7-3770,2023,95.0,23.75,$/core
intel core i7-3770,CPU,intel,intel core i7-3770,2025,98.69,24.6725,$/core
intel core i7-3770k,CPU,intel,intel core i7-3770k,2023,175.0,43.75,$/core
intel core i7-3930k,CPU,intel,intel core i7-3930k,2023,298.98,49.830000000000005,$/core
intel core i7-3930k,CPU,intel,intel core i7-3930k,2025,298.98,49.830000000000005,$/core
intel core i7-3960x extreme edition,CPU,intel,intel core i7-3960x extreme edition,2023,295.16,49.193333333333335,$/core
intel core i7-3960x extreme edition,CPU,intel,intel core i7-3960x extreme edition,2025,320.0,53.333333333333336,$/core
intel core i7-3970x extreme edition,CPU,intel,intel core i7-3970x extreme edition,2025,175.0,29.166666666666668,$/core
intel core i7-4770,CPU,intel,intel core i7-4770,2023,74.95,18.7375,$/core
intel core i7-4770,CPU,intel,intel core i7-4770,2025,177.0,44.25,$/core
intel core i7-4770k,CPU,intel,intel core i7-4770k,2023,155.86,38.965,$/core
intel core i7-4770k,CPU,intel,intel core i7-4770k,2025,199.5,49.875,$/core
intel core i7-4770s,CPU,intel,intel core i7-4770s,2025,99.0,24.75,$/core
intel core i7-4790,CPU,intel,intel core i7-4790,2025,149.94,37.485,$/core
intel core i7-4790k,CPU,intel,intel core i7-4790k,2023,185.0,46.25,$/core
intel core i7-4790k,CPU,intel,intel core i7-4790k,2025,130.51,32.6275,$/core
intel core i7-4790t,CPU,intel,intel core i7-4790t,2023,155.86,38.965,$/core
intel core i7-4790t,CPU,intel,intel core i7-4790t,2025,149.88,37.47,$/core
intel core i7-4820k,CPU,intel,intel core i7-4820k,2023,205.86,51.465,$/core
intel core i7-4820k,CPU,intel,intel core i7-4820k,2025,198.0,49.5,$/core
intel core i7-4930k,CPU,intel,intel core i7-4930k,2023,100.0,16.666666666666668,$/core
intel core i7-4930k,CPU,intel,intel core i7-4930k,2025,98.0,16.333333333333332,$/core
intel core i7-4960x extreme edition,CPU,intel,intel core i7-4960x extreme edition,2023,775.04,129.17333333333332,$/core
intel core i7-4960x extreme edition,CPU,intel,intel core i7-4960x extreme edition,2025,775.04,129.17333333333332,$/core
intel core i7-5775c,CPU,intel,intel core i7-5775c,2023,969.65,242.4125,$/core
intel core i7-5820k,CPU,intel,intel core i7-5820k,2023,429.95,71.65833333333333,$/core
intel core i7-5820k,CPU,intel,intel core i7-5820k,2025,429.95,71.65833333333333,$/core
intel core i7-5930k,CPU,intel,intel core i7-5930k,2023,529.95,88.325,$/core
intel core i7-5930k,CPU,intel,intel core i7-5930k,2025,529.95,88.325,$/core
intel core i7-6700,CPU,intel,intel core i7-6700,2023,128.0,32.0,$/core
intel core i7-6700,CPU,intel,intel core i7-6700,2025,259.02,64.755,$/core
intel core i7-6700k,CPU,intel,intel core i7-6700k,2023,180.0,45.0,$/core
intel core i7-6700k,CPU,intel,intel core i7-6700k,2025,228.96,57.24,$/core
intel core i7-6800k,CPU,intel,intel core i7-6800k,2023,216.06,36.01,$/core
intel core i7-6800k,CPU,intel,intel core i7-6800k,2025,131.46,21.91,$/core
intel core i7-6850k,CPU,intel,intel core i7-6850k,2023,115.0,19.166666666666668,$/core
intel core i7-6850k,CPU,intel,intel core i7-6850k,2025,85.0,14.166666666666666,$/core
intel core i7-6900k,CPU,intel,intel core i7-6900k,2023,207.53,25.94125,$/core
intel core i7-6900k,CPU,intel,intel core i7-6900k,2025,284.04,35.505,$/core
intel core i7-6950x,CPU,intel,intel core i7-6950x,2023,655.66,65.566,$/core
intel core i7-6950x,CPU,intel,intel core i7-6950x,2025,328.19,32.819,$/core
intel core i7-7700,CPU,intel,intel core i7-7700,2023,329.95,82.4875,$/core
intel core i7-7700,CPU,intel,intel core i7-7700,2025,121.25,30.3125,$/core
intel core i7-7700k,CPU,intel,intel core i7-7700k,2025,151.69,37.9225,$/core
intel core i7-7700t,CPU,intel,intel core i7-7700t,2023,489.95,122.4875,$/core
intel core i7-7700t,CPU,intel,intel core i7-7700t,2025,498.95,124.7375,$/core
intel core i7-7740x,CPU,intel,intel core i7-7740x,2023,234.99,58.7475,$/core
intel core i7-7740x,CPU,intel,intel core i7-7740x,2025,294.41,73.6025,$/core
intel core i7-7800x,CPU,intel,intel core i7-7800x,2023,389.97,64.995,$/core
intel core i7-7800x,CPU,intel,intel core i7-7800x,2025,444.97,74.16166666666668,$/core
intel core i7-7820x,CPU,intel,intel core i7-7820x,2023,489.05,61.13125,$/core
intel core i7-7820x,CPU,intel,intel core i7-7820x,2025,859.72,107.465,$/core
intel core i7-8086k,CPU,intel,intel core i7-8086k,2025,343.12,57.18666666666667,$/core
intel core i7-860,CPU,intel,intel core i7-860,2023,275.58,68.895,$/core
intel core i7-860,CPU,intel,intel core i7-860,2025,119.98,29.995,$/core
intel core i7-870,CPU,intel,intel core i7-870,2023,147.51,36.8775,$/core
intel core i7-870,CPU,intel,intel core i7-870,2025,195.02,48.755,$/core
intel core i7-8700,CPU,intel,intel core i7-8700,2023,405.52,67.58666666666666,$/core
intel core i7-8700,CPU,intel,intel core i7-8700,2025,188.47,31.411666666666665,$/core
intel core i7-8700k,CPU,intel,intel core i7-8700k,2023,232.75,38.791666666666664,$/core
intel core i7-8700k,CPU,intel,intel core i7-8700k,2025,217.02,36.17,$/core
intel core i7-8700t,CPU,intel,intel core i7-8700t,2023,304.38,50.73,$/core
intel core i7-8700t,CPU,intel,intel core i7-8700t,2025,279.95,46.65833333333333,$/core
intel core i7-875k,CPU,intel,intel core i7-875k,2023,180.0,45.0,$/core
intel core i7-875k,CPU,intel,intel core i7-875k,2025,180.0,45.0,$/core
intel core i7-920,CPU,intel,intel core i7-920,2023,90.0,22.5,$/core
intel core i7-920,CPU,intel,intel core i7-920,2025,80.0,20.0,$/core
intel core i7-930,CPU,intel,intel core i7-930,2023,198.73,49.6825,$/core
intel core i7-930,CPU,intel,intel core i7-930,2025,148.72,37.18,$/core
intel core i7-940,CPU,intel,intel core i7-940,2023,149.94,37.485,$/core
intel core i7-940,CPU,intel,intel core i7-940,2025,149.94,37.485,$/core
intel core i7-950,CPU,intel,intel core i7-950,2025,84.15,21.0375,$/core
intel core i7-960,CPU,intel,intel core i7-960,2023,220.0,55.0,$/core
intel core i7-960,CPU,intel,intel core i7-960,2025,150.0,37.5,$/core
intel core i7-9700,CPU,intel,intel core i7-9700,2023,299.8,37.475,$/core
intel core i7-9700,CPU,intel,intel core i7-9700,2025,316.85,39.60625,$/core
intel core i7-9700f,CPU,intel,intel core i7-9700f,2023,342.17,42.77125,$/core
intel core i7-9700f,CPU,intel,intel core i7-9700f,2025,269.0,33.625,$/core
intel core i7-9700k,CPU,intel,intel core i7-9700k,2025,239.43,29.92875,$/core
intel core i7-9700kf,CPU,intel,intel core i7-9700kf,2023,218.0,27.25,$/core
intel core i7-9700kf,CPU,intel,intel core i7-9700kf,2025,395.02,49.3775,$/core
intel core i7-980,CPU,intel,intel core i7-980,2023,356.02,59.336666666666666,$/core
intel core i7-980,CPU,intel,intel core i7-980,2025,356.02,59.336666666666666,$/core
intel core i7-980x extreme edition,CPU,intel,intel core i7-980x extreme edition,2023,153.64,25.606666666666666,$/core
intel core i9-10900,CPU,intel,intel core i9-10900,2025,390.77,39.077,$/core
intel core i9-10900f,CPU,intel,intel core i9-10900f,2023,244.99,24.499000000000002,$/core
intel core i9-10900k,CPU,intel,intel core i9-10900k,2023,440.0,44.0,$/core
intel core i9-10900k,CPU,intel,intel core i9-10900k,2025,548.99,54.899,$/core
intel core i9-10900x,CPU,intel,intel core i9-10900x,2023,615.0,61.5,$/core
intel core i9-10900x,CPU,intel,intel core i9-10900x,2025,479.99,47.999,$/core
intel core i9-10920x,CPU,intel,intel core i9-10920x,2023,799.0,66.58333333333333,$/core
intel core i9-10920x,CPU,intel,intel core i9-10920x,2025,769.87,64.15583333333333,$/core
intel core i9-10940x,CPU,intel,intel core i9-10940x,2023,780.0,55.714285714285715,$/core
intel core i9-10940x,CPU,intel,intel core i9-10940x,2025,699.99,49.99928571428571,$/core
intel core i9-10980xe,CPU,intel,intel core i9-10980xe,2023,1200.0,66.66666666666667,$/core
intel core i9-10980xe,CPU,intel,intel core i9-10980xe,2025,1004.04,55.78,$/core
intel core i9-11900,CPU,intel,intel core i9-11900,2023,269.99,33.74875,$/core
intel core i9-11900,CPU,intel,intel core i9-11900,2025,390.99,48.87375,$/core
intel core i9-11900f,CPU,intel,intel core i9-11900f,2023,210.0,26.25,$/core
intel core i9-11900f,CPU,intel,intel core i9-11900f,2025,329.0,41.125,$/core
intel core i9-11900k,CPU,intel,intel core i9-11900k,2023,257.99,32.24875,$/core
intel core i9-11900k,CPU,intel,intel core i9-11900k,2025,449.0,56.125,$/core
intel core i9-11900kf,CPU,intel,intel core i9-11900kf,2023,232.0,29.0,$/core
intel core i9-11900kf,CPU,intel,intel core i9-11900kf,2025,399.0,49.875,$/core
intel core i9-12900,CPU,intel,intel core i9-12900,2023,458.0,28.625,$/core
intel core i9-12900,CPU,intel,intel core i9-12900,2025,391.4,24.4625,$/core
intel core i9-12900f,CPU,intel,intel core i9-12900f,2023,432.99,27.061875,$/core
intel core i9-12900f,CPU,intel,intel core i9-12900f,2025,359.89,22.493125,$/core
intel core i9-12900k,CPU,intel,intel core i9-12900k,2023,334.0,20.875,$/core
intel core i9-12900k,CPU,intel,intel core i9-12900k,2025,285.99,17.874375,$/core
intel core i9-12900kf,CPU,intel,intel core i9-12900kf,2023,272.98,17.06125,$/core
intel core i9-12900kf,CPU,intel,intel core i9-12900kf,2025,265.68,16.605,$/core
intel core i9-12900ks,CPU,intel,intel core i9-12900ks,2023,319.98,19.99875,$/core
intel core i9-12900ks,CPU,intel,intel core i9-12900ks,2025,379.99,23.749375,$/core
intel core i9-13900,CPU,intel,intel core i9-13900,2023,490.0,20.416666666666668,$/core
intel core i9-13900,CPU,intel,intel core i9-13900,2025,414.99,17.29125,$/core
intel core i9-13900f,CPU,intel,intel core i9-13900f,2023,549.99,22.91625,$/core
intel core i9-13900f,CPU,intel,intel core i9-13900f,2025,516.43,21.517916666666665,$/core
intel core i9-13900k,CPU,intel,intel core i9-13900k,2023,474.98,19.790833333333335,$/core
intel core i9-13900k,CPU,intel,intel core i9-13900k,2025,434.0,18.083333333333332,$/core
intel core i9-13900kf,CPU,intel,intel core i9-13900kf,2023,464.99,19.374583333333334,$/core
intel core i9-13900kf,CPU,intel,intel core i9-13900kf,2025,435.0,18.125,$/core
intel core i9-13900ks,CPU,intel,intel core i9-13900ks,2023,589.99,24.582916666666666,$/core
intel core i9-13900ks,CPU,intel,intel core i9-13900ks,2025,429.0,17.875,$/core
intel core i9-14900,CPU,intel,intel core i9-14900,2023,554.99,23.124583333333334,$/core
intel core i9-14900,CPU,intel,intel core i9-14900,2025,571.86,23.8275,$/core
intel core i9-14900f,CPU,intel,intel core i9-14900f,2023,529.0,22.041666666666668,$/core
intel core i9-14900f,CPU,intel,intel core i9-14900f,2025,499.0,20.791666666666668,$/core
intel core i9-14900k,CPU,intel,intel core i9-14900k,2023,534.99,22.29125,$/core
intel core i9-14900k,CPU,intel,intel core i9-14900k,2025,439.0,18.291666666666668,$/core
intel core i9-14900kf,CPU,intel,intel core i9-14900kf,2023,509.14,21.214166666666667,$/core
intel core i9-14900kf,CPU,intel,intel core i9-14900kf,2025,419.97,17.49875,$/core
intel core i9-14900ks,CPU,intel,intel core i9-14900ks,2023,662.95,27.62291666666667,$/core
intel core i9-14900ks,CPU,intel,intel core i9-14900ks,2025,639.97,26.66541666666667,$/core
intel core i9-7900x,CPU,intel,intel core i9-7900x,2023,649.48,64.94800000000001,$/core
intel core i9-7900x,CPU,intel,intel core i9-7900x,2025,357.47,35.747,$/core
intel core i9-7920x,CPU,intel,intel core i9-7920x,2023,556.54,46.37833333333333,$/core
intel core i9-7920x,CPU,intel,intel core i9-7920x,2025,170.66,14.221666666666666,$/core
intel core i9-7960x,CPU,intel,intel core i9-7960x,2023,347.48,21.7175,$/core
intel core i9-7960x,CPU,intel,intel core i9-7960x,2025,462.16,28.885,$/core
intel core i9-7980xe,CPU,intel,intel core i9-7980xe,2023,1203.08,66.83777777777777,$/core
intel core i9-7980xe,CPU,intel,intel core i9-7980xe,2025,1249.95,69.44166666666666,$/core
intel core i9-9900,CPU,intel,intel core i9-9900,2023,464.15,58.01875,$/core
intel core i9-9900,CPU,intel,intel core i9-9900,2025,419.69,52.46125,$/core
intel core i9-9900k,CPU,intel,intel core i9-9900k,2023,552.5,69.0625,$/core
intel core i9-9900k,CPU,intel,intel core i9-9900k,2025,676.9,84.6125,$/core
intel core i9-9900k standard folding box,CPU,intel,intel core i9-9900k standard folding box,2023,405.0,50.625,$/core
intel core i9-9900k standard folding box,CPU,intel,intel core i9-9900k standard folding box,2025,565.0,70.625,$/core
intel core i9-9900kf,CPU,intel,intel core i9-9900kf,2025,329.0,41.125,$/core
intel core i9-9900ks,CPU,intel,intel core i9-9900ks,2025,1389.0,173.625,$/core
intel core i9-9900x,CPU,intel,intel core i9-9900x,2023,655.06,65.506,$/core
intel core i9-9900x,CPU,intel,intel core i9-9900x,2025,579.99,57.999,$/core
intel core i9-9920x,CPU,intel,intel core i9-9920x,2023,799.99,66.66583333333334,$/core
intel core i9-9940x,CPU,intel,intel core i9-9940x,2025,998.95,71.35357142857143,$/core
intel core i9-9960x,CPU,intel,intel core i9-9960x,2023,998.95,62.434375,$/core
intel core i9-9960x,CPU,intel,intel core i9-9960x,2025,999.99,62.499375,$/core
intel core ultra 5 225,CPU,intel,intel core ultra 5 225,2025,213.01,21.301,$/core
intel core ultra 5 225f,CPU,intel,intel core ultra 5 225f,2025,190.83,19.083000000000002,$/core
intel core ultra 5 235,CPU,intel,intel core ultra 5 235,2025,264.99,18.927857142857142,$/core
intel core ultra 5 245k,CPU,intel,intel core ultra 5 245k,2025,259.99,18.570714285714285,$/core
intel core ultra 5 245kf,CPU,intel,intel core ultra 5 245kf,2025,284.99,20.356428571428573,$/core
intel core ultra 7 265,CPU,intel,intel core ultra 7 265,2025,374.99,18.7495,$/core
intel core ultra 7 265f,CPU,intel,intel core ultra 7 265f,2025,269.99,13.499500000000001,$/core
intel core ultra 7 265k,CPU,intel,intel core ultra 7 265k,2025,269.99,13.499500000000001,$/core
intel core ultra 7 265kf,CPU,intel,intel core ultra 7 265kf,2025,277.44,13.872,$/core
intel core ultra 9 285,CPU,intel,intel core ultra 9 285,2025,579.99,24.16625,$/core
intel core ultra 9 285k,CPU,intel,intel core ultra 9 285k,2025,559.99,23.332916666666666,$/core
intel pentium e2140,CPU,intel,intel pentium e2140,2023,79.95,39.975,$/core
intel pentium e2140,CPU,intel,intel pentium e2140,2025,99.0,49.5,$/core
intel pentium e2160,CPU,intel,intel pentium e2160,2023,49.0,24.5,$/core
intel pentium e2160,CPU,intel,intel pentium e2160,2025,49.0,24.5,$/core
intel pentium e2220,CPU,intel,intel pentium e2220,2023,19.98,9.99,$/core
intel pentium e2220,CPU,intel,intel pentium e2220,2025,12.99,6.495,$/core
intel pentium e5300,CPU,intel,intel pentium e5300,2023,69.45,34.725,$/core
intel pentium e5300,CPU,intel,intel pentium e5300,2025,82.82,41.41,$/core
intel pentium e5700,CPU,intel,intel pentium e5700,2023,19.98,9.99,$/core
intel pentium e5700,CPU,intel,intel pentium e5700,2025,14.99,7.495,$/core
intel pentium e6500,CPU,intel,intel pentium e6500,2023,95.71,47.855,$/core
intel pentium e6500,CPU,intel,intel pentium e6500,2025,89.99,44.995,$/core
intel pentium e6600,CPU,intel,intel pentium e6600,2023,50.0,25.0,$/core
intel pentium g2020,CPU,intel,intel pentium g2020,2023,34.99,17.495,$/core
intel pentium g2020,CPU,intel,intel pentium g2020,2025,34.99,17.495,$/core
intel pentium g2120,CPU,intel,intel pentium g2120,2023,52.0,26.0,$/core
intel pentium g2120,CPU,intel,intel pentium g2120,2025,35.0,17.5,$/core
intel pentium g2140,CPU,intel,intel pentium g2140,2023,45.0,22.5,$/core
intel pentium g3250,CPU,intel,intel pentium g3250,2023,61.0,30.5,$/core
intel pentium g3258,CPU,intel,intel pentium g3258,2023,51.36,25.68,$/core
intel pentium g3258,CPU,intel,intel pentium g3258,2025,124.99,62.495,$/core
intel pentium g3420,CPU,intel,intel pentium g3420,2025,71.73,35.865,$/core
intel pentium g3430,CPU,intel,intel pentium g3430,2023,51.5,25.75,$/core
intel pentium g3460,CPU,intel,intel pentium g3460,2023,75.9,37.95,$/core
intel pentium g3460,CPU,intel,intel pentium g3460,2025,125.0,62.5,$/core
intel pentium g3470,CPU,intel,intel pentium g3470,2023,105.7,52.85,$/core
intel pentium g3470,CPU,intel,intel pentium g3470,2025,153.1,76.55,$/core
intel pentium g4400,CPU,intel,intel pentium g4400,2025,50.0,25.0,$/core
intel pentium g4560,CPU,intel,intel pentium g4560,2023,133.41,66.705,$/core
intel pentium g4560,CPU,intel,intel pentium g4560,2025,59.0,29.5,$/core
intel pentium g4600,CPU,intel,intel pentium g4600,2023,169.95,84.975,$/core
intel pentium g4600,CPU,intel,intel pentium g4600,2025,169.95,84.975,$/core
intel pentium g4620,CPU,intel,intel pentium g4620,2023,224.12,112.06,$/core
intel pentium g4620,CPU,intel,intel pentium g4620,2025,224.12,112.06,$/core
intel pentium g630,CPU,intel,intel pentium g630,2023,37.49,18.745,$/core
intel pentium g630,CPU,intel,intel pentium g630,2025,30.74,15.37,$/core
intel pentium g630t,CPU,intel,intel pentium g630t,2023,75.0,37.5,$/core
intel pentium g640,CPU,intel,intel pentium g640,2023,30.0,15.0,$/core
intel pentium g640,CPU,intel,intel pentium g640,2025,19.0,9.5,$/core
intel pentium g640t,CPU,intel,intel pentium g640t,2023,84.88,42.44,$/core
intel pentium g640t,CPU,intel,intel pentium g640t,2025,89.0,44.5,$/core
intel pentium g645,CPU,intel,intel pentium g645,2025,40.99,20.495,$/core
intel pentium g6950,CPU,intel,intel pentium g6950,2023,55.01,27.505,$/core
intel pentium g6950,CPU,intel,intel pentium g6950,2025,37.93,18.965,$/core
intel pentium g870,CPU,intel,intel pentium g870,2023,77.0,38.5,$/core
intel pentium g870,CPU,intel,intel pentium g870,2025,67.64,33.82,$/core
intel pentium gold g5400,CPU,intel,intel pentium gold g5400,2023,72.95,36.475,$/core
intel pentium gold g5400,CPU,intel,intel pentium gold g5400,2025,115.69,57.845,$/core
intel pentium gold g5400t,CPU,intel,intel pentium gold g5400t,2023,79.95,39.975,$/core
intel pentium gold g5400t,CPU,intel,intel pentium gold g5400t,2025,90.0,45.0,$/core
intel pentium gold g5420,CPU,intel,intel pentium gold g5420,2025,29.0,14.5,$/core
intel pentium gold g5500,CPU,intel,intel pentium gold g5500,2023,64.06,32.03,$/core
intel pentium gold g5600,CPU,intel,intel pentium gold g5600,2025,229.69,114.845,$/core
intel pentium gold g6400,CPU,intel,intel pentium gold g6400,2023,69.98,34.99,$/core
intel pentium gold g6400,CPU,intel,intel pentium gold g6400,2025,66.95,33.475,$/core
intel pentium gold g6405,CPU,intel,intel pentium gold g6405,2023,89.09,44.545,$/core
intel pentium gold g6405,CPU,intel,intel pentium gold g6405,2025,94.99,47.495,$/core
intel pentium gold g6500,CPU,intel,intel pentium gold g6500,2023,70.98,35.49,$/core
intel pentium gold g6600,CPU,intel,intel pentium gold g6600,2025,186.19,93.095,$/core
intel pentium gold g6605,CPU,intel,intel pentium gold g6605,2023,176.34,88.17,$/core
intel pentium gold g7400,CPU,intel,intel pentium gold g7400,2023,102.75,51.375,$/core
intel pentium gold g7400,CPU,intel,intel pentium gold g7400,2025,90.0,45.0,$/core
intel xeon e-2104g,CPU,intel,intel xeon e-2104g,2023,589.0,147.25,$/core
intel xeon e-2124,CPU,intel,intel xeon e-2124,2023,110.0,27.5,$/core
intel xeon e-2124g,CPU,intel,intel xeon e-2124g,2023,292.32,73.08,$/core
intel xeon e-2124g,CPU,intel,intel xeon e-2124g,2025,270.99,67.7475,$/core
intel xeon e-2134,CPU,intel,intel xeon e-2134,2023,697.0,174.25,$/core
intel xeon e-2136,CPU,intel,intel xeon e-2136,2023,796.0,132.66666666666666,$/core
intel xeon e-2136,CPU,intel,intel xeon e-2136,2025,732.0,122.0,$/core
intel xeon e-2144g,CPU,intel,intel xeon e-2144g,2023,867.0,216.75,$/core
intel xeon e-2146g,CPU,intel,intel xeon e-2146g,2023,906.5,151.08333333333334,$/core
intel xeon e-2174g,CPU,intel,intel xeon e-2174g,2023,655.27,163.8175,$/core
intel xeon e-2174g,CPU,intel,intel xeon e-2174g,2025,649.95,162.4875,$/core
intel xeon e-2176g,CPU,intel,intel xeon e-2176g,2023,634.5,105.75,$/core
intel xeon e-2176g,CPU,intel,intel xeon e-2176g,2025,583.29,97.21499999999999,$/core
intel xeon e-2236,CPU,intel,intel xeon e-2236,2023,441.91,73.65166666666667,$/core
intel xeon e-2236,CPU,intel,intel xeon e-2236,2025,452.02,75.33666666666666,$/core
intel xeon e-2274g,CPU,intel,intel xeon e-2274g,2025,1098.95,274.7375,$/core
intel xeon e-2286g,CPU,intel,intel xeon e-2286g,2025,627.61,104.60166666666667,$/core
intel xeon e3-1220 v3,CPU,intel,intel xeon e3-1220 v3,2023,103.6,25.9,$/core
intel xeon e3-1220 v3,CPU,intel,intel xeon e3-1220 v3,2025,149.94,37.485,$/core
intel xeon e3-1220 v5,CPU,intel,intel xeon e3-1220 v5,2023,238.03,59.5075,$/core
intel xeon e3-1220 v5,CPU,intel,intel xeon e3-1220 v5,2025,349.95,87.4875,$/core
intel xeon e3-1220 v6,CPU,intel,intel xeon e3-1220 v6,2023,394.45,98.6125,$/core
intel xeon e3-1220 v6,CPU,intel,intel xeon e3-1220 v6,2025,25.0,6.25,$/core
intel xeon e3-1225 v2,CPU,intel,intel xeon e3-1225 v2,2023,247.5,61.875,$/core
intel xeon e3-1225 v2,CPU,intel,intel xeon e3-1225 v2,2025,214.5,53.625,$/core
intel xeon e3-1225 v5,CPU,intel,intel xeon e3-1225 v5,2023,265.0,66.25,$/core
intel xeon e3-1225 v6,CPU,intel,intel xeon e3-1225 v6,2023,362.4,90.6,$/core
intel xeon e3-1225 v6,CPU,intel,intel xeon e3-1225 v6,2025,362.4,90.6,$/core
intel xeon e3-1230,CPU,intel,intel xeon e3-1230,2025,918.89,229.7225,$/core
intel xeon e3-1230 v2,CPU,intel,intel xeon e3-1230 v2,2023,260.9,65.225,$/core
intel xeon e3-1230 v2,CPU,intel,intel xeon e3-1230 v2,2025,231.98,57.995,$/core
intel xeon e3-1230 v3,CPU,intel,intel xeon e3-1230 v3,2023,315.86,78.965,$/core
intel xeon e3-1230 v3,CPU,intel,intel xeon e3-1230 v3,2025,309.0,77.25,$/core
intel xeon e3-1230 v6,CPU,intel,intel xeon e3-1230 v6,2023,449.95,112.4875,$/core
intel xeon e3-1230 v6,CPU,intel,intel xeon e3-1230 v6,2025,455.49,113.8725,$/core
intel xeon e3-1235,CPU,intel,intel xeon e3-1235,2023,219.0,54.75,$/core
intel xeon e3-1240 v2,CPU,intel,intel xeon e3-1240 v2,2023,345.0,86.25,$/core
intel xeon e3-1240 v2,CPU,intel,intel xeon e3-1240 v2,2025,400.0,100.0,$/core
intel xeon e3-1240 v6,CPU,intel,intel xeon e3-1240 v6,2023,429.95,107.4875,$/core
intel xeon e3-1240 v6,CPU,intel,intel xeon e3-1240 v6,2025,429.95,107.4875,$/core
intel xeon e3-1241 v3,CPU,intel,intel xeon e3-1241 v3,2023,298.0,74.5,$/core
intel xeon e3-1241 v3,CPU,intel,intel xeon e3-1241 v3,2025,298.0,74.5,$/core
intel xeon e3-1245,CPU,intel,intel xeon e3-1245,2023,245.0,61.25,$/core
intel xeon e3-1245 v2,CPU,intel,intel xeon e3-1245 v2,2023,367.5,91.875,$/core
intel xeon e3-1245 v2,CPU,intel,intel xeon e3-1245 v2,2025,315.0,78.75,$/core
intel xeon e3-1245 v5,CPU,intel,intel xeon e3-1245 v5,2023,436.7,109.175,$/core
intel xeon e3-1245 v6,CPU,intel,intel xeon e3-1245 v6,2023,502.72,125.68,$/core
intel xeon e3-1245 v6,CPU,intel,intel xeon e3-1245 v6,2025,277.58,69.395,$/core
intel xeon e3-1265l v3,CPU,intel,intel xeon e3-1265l v3,2023,398.95,99.7375,$/core
intel xeon e3-1265l v3,CPU,intel,intel xeon e3-1265l v3,2025,398.95,99.7375,$/core
intel xeon e3-1270 v3,CPU,intel,intel xeon e3-1270 v3,2023,420.0,105.0,$/core
intel xeon e3-1270 v3,CPU,intel,intel xeon e3-1270 v3,2025,410.0,102.5,$/core
